"Participant","QuestionType","Topic","QuestionID","Condition","MIST"
"n3udes4okv","real","general","3","Posttest",100
"n3udes4okv","fake","general","16","Posttest",22
"n3udes4okv","real","general","10","Posttest",17
"n3udes4okv","real","covid","3","Posttest",85
"n3udes4okv","fake","general","8","Posttest",80
"n3udes4okv","fake","general","10","Posttest",79
"n3udes4okv","fake","covid","1","Posttest",65
"n3udes4okv","fake","general","6","Posttest",18
"n3udes4okv","fake","general","28","Posttest",20
"n3udes4okv","real","general","18","Posttest",68
"xooymxhg3w","fake","general","28","Pretest",0
"xooymxhg3w","real","general","14","Pretest",0
"xooymxhg3w","fake","covid","3","Pretest",57
"xooymxhg3w","fake","covid","1","Pretest",66
"xooymxhg3w","real","general","21","Pretest",100
"xooymxhg3w","fake","general","26","Pretest",8
"xooymxhg3w","fake","general","24","Pretest",70
"xooymxhg3w","real","general","12","Pretest",0
"xooymxhg3w","real","general","15","Pretest",12
"xooymxhg3w","fake","general","18","Pretest",50
"xooymxhg3w","fake","general","3","Pretest",0
"xooymxhg3w","real","general","23","Pretest",68
"xooymxhg3w","fake","covid","6","Pretest",65
"xooymxhg3w","fake","general","4","Pretest",23
"xooymxhg3w","real","covid","4","Pretest",64
"xooymxhg3w","fake","covid","5","Pretest",67
"xooymxhg3w","real","general","8","Pretest",65
"xooymxhg3w","fake","general","30","Pretest",44
"xooymxhg3w","fake","general","20","Pretest",54
"xooymxhg3w","real","general","13","Pretest",10
"xooymxhg3w","real","general","26","Pretest",64
"xooymxhg3w","real","general","16","Pretest",57
"xooymxhg3w","fake","general","13","Pretest",10
"xooymxhg3w","real","general","11","Pretest",34
"xooymxhg3w","fake","general","6","Pretest",3
"xooymxhg3w","real","general","7","Pretest",4
"xooymxhg3w","fake","general","12","Pretest",59
"xooymxhg3w","real","covid","6","Pretest",41
"xooymxhg3w","fake","general","7","Pretest",18
"xooymxhg3w","fake","general","15","Pretest",5
"xooymxhg3w","real","covid","8","Pretest",66
"xooymxhg3w","fake","general","10","Pretest",51
"xooymxhg3w","fake","covid","8","Pretest",21
"xooymxhg3w","real","covid","5","Pretest",57
"xooymxhg3w","real","general","6","Pretest",61
"xooymxhg3w","real","general","27","Pretest",62
"xooymxhg3w","fake","general","14","Pretest",23
"xooymxhg3w","real","general","18","Pretest",30
"xooymxhg3w","real","general","9","Pretest",61
"xooymxhg3w","real","covid","1","Pretest",55
"xooymxhg3w","fake","general","29","Posttest",49
"xooymxhg3w","real","general","1","Posttest",59
"xooymxhg3w","fake","general","19","Posttest",44
"xooymxhg3w","fake","general","11","Posttest",1
"xooymxhg3w","real","general","30","Posttest",23
"xooymxhg3w","real","covid","3","Posttest",62
"xooymxhg3w","fake","covid","9","Posttest",32
"xooymxhg3w","fake","general","2","Posttest",42
"xooymxhg3w","fake","general","5","Posttest",44
"xooymxhg3w","fake","general","22","Posttest",55
"xooymxhg3w","fake","general","25","Posttest",42
"xooymxhg3w","real","general","20","Posttest",58
"xooymxhg3w","fake","general","1","Posttest",0
"xooymxhg3w","real","general","28","Posttest",77
"xooymxhg3w","real","general","24","Posttest",85
"xooymxhg3w","real","covid","9","Posttest",67
"xooymxhg3w","fake","general","23","Posttest",29
"xooymxhg3w","real","general","3","Posttest",27
"xooymxhg3w","fake","general","16","Posttest",42
"xooymxhg3w","real","general","4","Posttest",15
"xooymxhg3w","real","general","25","Posttest",58
"xooymxhg3w","real","covid","2","Posttest",62
"xooymxhg3w","real","general","31","Posttest",21
"xooymxhg3w","real","covid","7","Posttest",75
"xooymxhg3w","real","covid","10","Posttest",80
"xooymxhg3w","fake","general","17","Posttest",22
"xooymxhg3w","fake","covid","4","Posttest",13
"xooymxhg3w","real","general","22","Posttest",66
"xooymxhg3w","fake","general","21","Posttest",35
"xooymxhg3w","fake","general","27","Posttest",38
"xooymxhg3w","real","general","2","Posttest",57
"xooymxhg3w","real","general","5","Posttest",62
"xooymxhg3w","real","general","10","Posttest",31
"xooymxhg3w","fake","covid","2","Posttest",64
"xooymxhg3w","fake","covid","10","Posttest",63
"xooymxhg3w","real","general","29","Posttest",80
"xooymxhg3w","fake","general","8","Posttest",73
"xooymxhg3w","real","general","17","Posttest",72
"xooymxhg3w","fake","general","9","Posttest",0
"xooymxhg3w","fake","covid","7","Posttest",17
"xooymxhg3w","real","general","19","Posttest",64
"m9evqfow7r","real","general","13","Pretest",76
"m9evqfow7r","fake","covid","3","Pretest",73
"m9evqfow7r","real","general","15","Pretest",90
"m9evqfow7r","fake","general","29","Pretest",50
"m9evqfow7r","fake","general","23","Pretest",11
"m9evqfow7r","real","general","10","Pretest",11
"m9evqfow7r","real","general","20","Pretest",86
"m9evqfow7r","fake","general","15","Pretest",7
"m9evqfow7r","fake","general","20","Pretest",13
"m9evqfow7r","fake","general","21","Pretest",6
"m9evqfow7r","real","general","27","Pretest",91
"m9evqfow7r","real","general","28","Pretest",90
"m9evqfow7r","fake","covid","4","Pretest",8
"m9evqfow7r","real","covid","8","Pretest",90
"m9evqfow7r","fake","general","8","Pretest",3
"m9evqfow7r","fake","general","11","Pretest",50
"m9evqfow7r","real","general","3","Pretest",94
"m9evqfow7r","real","general","17","Pretest",96
"m9evqfow7r","fake","general","30","Pretest",6
"m9evqfow7r","real","covid","9","Pretest",95
"m9evqfow7r","real","covid","3","Pretest",93
"m9evqfow7r","real","general","1","Pretest",4
"m9evqfow7r","fake","general","27","Pretest",4
"m9evqfow7r","real","general","21","Pretest",94
"m9evqfow7r","fake","general","4","Pretest",5
"m9evqfow7r","fake","general","24","Pretest",7
"m9evqfow7r","fake","general","1","Pretest",5
"m9evqfow7r","real","general","6","Pretest",95
"m9evqfow7r","fake","general","6","Pretest",3
"m9evqfow7r","fake","covid","1","Pretest",95
"m9evqfow7r","real","general","18","Pretest",93
"m9evqfow7r","real","general","8","Pretest",95
"m9evqfow7r","real","covid","6","Pretest",96
"m9evqfow7r","real","general","31","Pretest",41
"m9evqfow7r","fake","general","18","Pretest",3
"m9evqfow7r","fake","covid","8","Pretest",94
"m9evqfow7r","fake","covid","5","Pretest",2
"m9evqfow7r","real","general","22","Pretest",33
"m9evqfow7r","real","covid","2","Pretest",96
"m9evqfow7r","fake","general","28","Pretest",3
"m9evqfow7r","real","covid","4","Posttest",3
"m9evqfow7r","real","general","16","Posttest",43
"m9evqfow7r","real","general","11","Posttest",5
"m9evqfow7r","real","general","26","Posttest",89
"m9evqfow7r","real","covid","7","Posttest",50
"m9evqfow7r","fake","general","13","Posttest",6
"m9evqfow7r","real","general","29","Posttest",91
"m9evqfow7r","fake","general","3","Posttest",5
"m9evqfow7r","real","general","30","Posttest",43
"m9evqfow7r","fake","general","5","Posttest",3
"m9evqfow7r","real","general","12","Posttest",4
"m9evqfow7r","real","covid","5","Posttest",90
"m9evqfow7r","fake","general","19","Posttest",5
"m9evqfow7r","fake","covid","7","Posttest",3
"m9evqfow7r","real","general","24","Posttest",98
"m9evqfow7r","real","general","7","Posttest",3
"m9evqfow7r","fake","general","9","Posttest",5
"m9evqfow7r","fake","general","14","Posttest",3
"m9evqfow7r","fake","general","2","Posttest",84
"m9evqfow7r","fake","general","16","Posttest",4
"m9evqfow7r","real","general","19","Posttest",61
"m9evqfow7r","real","general","2","Posttest",50
"m9evqfow7r","real","general","9","Posttest",86
"m9evqfow7r","fake","covid","2","Posttest",3
"m9evqfow7r","fake","covid","9","Posttest",89
"m9evqfow7r","fake","general","7","Posttest",4
"m9evqfow7r","fake","general","17","Posttest",1
"m9evqfow7r","real","general","25","Posttest",84
"m9evqfow7r","fake","covid","6","Posttest",80
"m9evqfow7r","fake","general","12","Posttest",4
"m9evqfow7r","fake","general","26","Posttest",52
"m9evqfow7r","real","general","4","Posttest",4
"m9evqfow7r","real","covid","10","Posttest",89
"m9evqfow7r","real","general","23","Posttest",92
"m9evqfow7r","real","general","5","Posttest",2
"m9evqfow7r","real","general","14","Posttest",0
"m9evqfow7r","fake","general","22","Posttest",50
"m9evqfow7r","fake","covid","10","Posttest",73
"m9evqfow7r","fake","general","25","Posttest",17
"m9evqfow7r","fake","general","10","Posttest",88
"m9evqfow7r","real","covid","1","Posttest",3
"1uspdqx9ql","real","general","1","Pretest",63
"1uspdqx9ql","real","covid","1","Pretest",73
"1uspdqx9ql","fake","general","8","Pretest",13
"1uspdqx9ql","real","general","3","Pretest",41
"1uspdqx9ql","fake","covid","2","Pretest",25
"1uspdqx9ql","real","covid","7","Pretest",73
"1uspdqx9ql","fake","general","25","Pretest",13
"1uspdqx9ql","real","general","26","Pretest",50
"1uspdqx9ql","real","general","13","Pretest",21
"1uspdqx9ql","fake","general","16","Pretest",14
"1uspdqx9ql","fake","general","19","Pretest",17
"1uspdqx9ql","real","covid","8","Pretest",75
"1uspdqx9ql","real","covid","2","Pretest",79
"1uspdqx9ql","real","general","29","Pretest",83
"1uspdqx9ql","fake","general","13","Pretest",61
"1uspdqx9ql","fake","covid","6","Pretest",75
"1uspdqx9ql","fake","general","24","Pretest",11
"1uspdqx9ql","real","general","24","Pretest",83
"1uspdqx9ql","real","general","25","Pretest",76
"1uspdqx9ql","real","general","31","Pretest",75
"1uspdqx9ql","fake","general","30","Pretest",21
"1uspdqx9ql","fake","covid","8","Pretest",66
"1uspdqx9ql","fake","general","17","Pretest",13
"1uspdqx9ql","fake","general","21","Pretest",35
"1uspdqx9ql","real","covid","9","Pretest",72
"1uspdqx9ql","real","general","17","Pretest",72
"1uspdqx9ql","fake","general","7","Pretest",12
"1uspdqx9ql","fake","general","22","Pretest",26
"1uspdqx9ql","fake","covid","5","Pretest",67
"1uspdqx9ql","real","general","4","Pretest",66
"1uspdqx9ql","fake","general","26","Pretest",66
"1uspdqx9ql","fake","covid","4","Pretest",29
"1uspdqx9ql","real","general","14","Pretest",16
"1uspdqx9ql","fake","general","6","Pretest",15
"1uspdqx9ql","real","general","20","Pretest",70
"1uspdqx9ql","real","general","12","Pretest",18
"1uspdqx9ql","real","general","18","Pretest",22
"1uspdqx9ql","real","general","21","Pretest",84
"1uspdqx9ql","fake","general","9","Pretest",19
"1uspdqx9ql","fake","general","4","Pretest",19
"1uspdqx9ql","fake","general","15","Posttest",26
"1uspdqx9ql","fake","general","29","Posttest",21
"1uspdqx9ql","real","general","7","Posttest",17
"1uspdqx9ql","real","covid","5","Posttest",74
"1uspdqx9ql","fake","general","10","Posttest",77
"1uspdqx9ql","fake","covid","9","Posttest",68
"1uspdqx9ql","fake","covid","7","Posttest",69
"1uspdqx9ql","real","general","15","Posttest",50
"1uspdqx9ql","real","general","11","Posttest",17
"1uspdqx9ql","fake","general","3","Posttest",17
"1uspdqx9ql","fake","general","23","Posttest",20
"1uspdqx9ql","real","general","19","Posttest",50
"1uspdqx9ql","fake","general","12","Posttest",71
"1uspdqx9ql","fake","general","14","Posttest",18
"1uspdqx9ql","fake","covid","3","Posttest",20
"1uspdqx9ql","fake","general","20","Posttest",25
"1uspdqx9ql","fake","general","11","Posttest",28
"1uspdqx9ql","fake","general","27","Posttest",65
"1uspdqx9ql","real","general","23","Posttest",72
"1uspdqx9ql","real","general","16","Posttest",72
"1uspdqx9ql","real","covid","4","Posttest",30
"1uspdqx9ql","real","covid","10","Posttest",65
"1uspdqx9ql","fake","general","18","Posttest",28
"1uspdqx9ql","fake","general","28","Posttest",29
"1uspdqx9ql","real","general","30","Posttest",50
"1uspdqx9ql","real","covid","6","Posttest",69
"1uspdqx9ql","real","general","28","Posttest",75
"1uspdqx9ql","real","general","22","Posttest",68
"1uspdqx9ql","fake","covid","10","Posttest",63
"1uspdqx9ql","fake","general","1","Posttest",23
"1uspdqx9ql","real","general","8","Posttest",26
"1uspdqx9ql","real","general","6","Posttest",79
"1uspdqx9ql","real","general","10","Posttest",22
"1uspdqx9ql","real","covid","3","Posttest",69
"1uspdqx9ql","fake","covid","1","Posttest",68
"1uspdqx9ql","real","general","9","Posttest",19
"1uspdqx9ql","real","general","2","Posttest",29
"1uspdqx9ql","fake","general","5","Posttest",26
"1uspdqx9ql","fake","general","2","Posttest",76
"1uspdqx9ql","real","general","27","Posttest",65
"1uspdqx9ql","real","general","5","Posttest",81
"6zfem4v590","real","general","20","Pretest",3
"6zfem4v590","fake","general","22","Pretest",3
"6zfem4v590","fake","general","17","Pretest",93
"6zfem4v590","real","general","29","Pretest",94
"6zfem4v590","real","general","1","Pretest",5
"6zfem4v590","real","general","12","Pretest",10
"6zfem4v590","real","general","13","Pretest",10
"6zfem4v590","real","general","18","Pretest",94
"6zfem4v590","fake","general","10","Pretest",8
"6zfem4v590","fake","general","25","Pretest",11
"6zfem4v590","real","general","14","Pretest",93
"6zfem4v590","fake","covid","3","Pretest",66
"6zfem4v590","fake","general","15","Pretest",7
"6zfem4v590","real","general","23","Pretest",92
"6zfem4v590","fake","general","26","Pretest",12
"6zfem4v590","fake","general","27","Pretest",11
"6zfem4v590","real","covid","2","Pretest",91
"6zfem4v590","real","general","15","Pretest",8
"6zfem4v590","real","covid","9","Pretest",8
"6zfem4v590","fake","general","5","Pretest",4
"6zfem4v590","fake","covid","2","Pretest",87
"6zfem4v590","real","general","9","Pretest",5
"6zfem4v590","real","general","28","Pretest",88
"6zfem4v590","fake","general","29","Pretest",5
"6zfem4v590","real","covid","7","Pretest",88
"6zfem4v590","fake","covid","9","Pretest",86
"6zfem4v590","fake","general","19","Pretest",5
"6zfem4v590","real","general","5","Pretest",88
"6zfem4v590","fake","covid","1","Pretest",88
"6zfem4v590","real","general","6","Pretest",88
"6zfem4v590","fake","general","16","Pretest",7
"6zfem4v590","real","general","24","Pretest",90
"6zfem4v590","real","covid","1","Pretest",90
"6zfem4v590","real","general","11","Pretest",5
"6zfem4v590","fake","general","7","Pretest",5
"6zfem4v590","fake","general","20","Pretest",4
"6zfem4v590","real","covid","10","Pretest",92
"6zfem4v590","fake","general","28","Pretest",7
"6zfem4v590","fake","general","18","Pretest",6
"6zfem4v590","fake","covid","6","Pretest",92
"6zfem4v590","real","general","25","Posttest",94
"6zfem4v590","fake","general","21","Posttest",5
"6zfem4v590","fake","general","8","Posttest",4
"6zfem4v590","real","general","22","Posttest",92
"6zfem4v590","fake","general","23","Posttest",6
"6zfem4v590","real","covid","6","Posttest",92
"6zfem4v590","fake","general","1","Posttest",7
"6zfem4v590","fake","general","11","Posttest",7
"6zfem4v590","real","general","8","Posttest",6
"6zfem4v590","real","general","4","Posttest",7
"6zfem4v590","fake","general","12","Posttest",7
"6zfem4v590","fake","general","2","Posttest",6
"6zfem4v590","fake","general","6","Posttest",7
"6zfem4v590","fake","general","24","Posttest",6
"6zfem4v590","real","general","2","Posttest",85
"6zfem4v590","real","general","17","Posttest",84
"6zfem4v590","fake","general","13","Posttest",7
"6zfem4v590","fake","general","30","Posttest",7
"6zfem4v590","real","general","10","Posttest",10
"6zfem4v590","real","covid","5","Posttest",96
"6zfem4v590","real","covid","4","Posttest",92
"6zfem4v590","real","general","19","Posttest",91
"6zfem4v590","real","general","21","Posttest",91
"6zfem4v590","real","covid","3","Posttest",89
"6zfem4v590","fake","general","3","Posttest",5
"6zfem4v590","real","general","27","Posttest",92
"6zfem4v590","real","general","7","Posttest",7
"6zfem4v590","fake","covid","7","Posttest",93
"6zfem4v590","fake","covid","10","Posttest",93
"6zfem4v590","real","general","30","Posttest",93
"6zfem4v590","fake","general","4","Posttest",12
"6zfem4v590","fake","covid","5","Posttest",95
"6zfem4v590","real","general","31","Posttest",94
"6zfem4v590","real","covid","8","Posttest",95
"6zfem4v590","fake","covid","8","Posttest",3
"6zfem4v590","real","general","16","Posttest",94
"6zfem4v590","fake","general","14","Posttest",9
"6zfem4v590","real","general","3","Posttest",92
"6zfem4v590","real","general","26","Posttest",90
"6zfem4v590","fake","covid","4","Posttest",6
"6zfem4v590","fake","general","9","Posttest",6
"j3u36ws17d","fake","covid","2","Pretest",26
"j3u36ws17d","fake","general","2","Pretest",32
"j3u36ws17d","real","general","27","Pretest",66
"j3u36ws17d","real","general","30","Pretest",64
"j3u36ws17d","real","general","13","Pretest",28
"j3u36ws17d","fake","covid","10","Pretest",36
"j3u36ws17d","real","general","24","Pretest",62
"j3u36ws17d","fake","general","16","Pretest",61
"j3u36ws17d","real","general","10","Pretest",31
"j3u36ws17d","fake","general","25","Pretest",62
"j3u36ws17d","fake","general","21","Pretest",62
"j3u36ws17d","real","general","18","Pretest",61
"j3u36ws17d","real","general","7","Pretest",31
"j3u36ws17d","real","general","28","Pretest",39
"j3u36ws17d","fake","general","3","Pretest",64
"j3u36ws17d","fake","general","15","Pretest",61
"j3u36ws17d","fake","covid","1","Pretest",44
"j3u36ws17d","fake","general","22","Pretest",68
"j3u36ws17d","fake","general","26","Pretest",34
"j3u36ws17d","fake","covid","6","Pretest",63
"j3u36ws17d","real","general","21","Pretest",67
"j3u36ws17d","real","covid","3","Pretest",34
"j3u36ws17d","real","general","26","Pretest",65
"j3u36ws17d","fake","general","6","Pretest",59
"j3u36ws17d","fake","general","4","Pretest",33
"j3u36ws17d","real","covid","7","Pretest",36
"j3u36ws17d","real","general","3","Pretest",39
"j3u36ws17d","real","general","2","Pretest",60
"j3u36ws17d","fake","covid","3","Pretest",39
"j3u36ws17d","real","covid","1","Pretest",52
"j3u36ws17d","fake","general","7","Pretest",37
"j3u36ws17d","real","general","16","Pretest",39
"j3u36ws17d","real","covid","8","Pretest",38
"j3u36ws17d","fake","general","20","Pretest",50
"j3u36ws17d","real","covid","10","Pretest",41
"j3u36ws17d","real","general","31","Pretest",64
"j3u36ws17d","real","general","20","Pretest",44
"j3u36ws17d","fake","general","29","Pretest",50
"j3u36ws17d","fake","general","30","Pretest",68
"j3u36ws17d","fake","general","1","Pretest",58
"j3u36ws17d","real","covid","4","Posttest",60
"j3u36ws17d","fake","covid","8","Posttest",58
"j3u36ws17d","fake","general","11","Posttest",57
"j3u36ws17d","fake","general","14","Posttest",44
"j3u36ws17d","fake","general","18","Posttest",58
"j3u36ws17d","real","general","4","Posttest",57
"j3u36ws17d","real","covid","2","Posttest",57
"j3u36ws17d","fake","general","8","Posttest",44
"j3u36ws17d","fake","general","5","Posttest",47
"j3u36ws17d","real","general","9","Posttest",42
"j3u36ws17d","real","covid","9","Posttest",53
"j3u36ws17d","fake","general","9","Posttest",55
"j3u36ws17d","real","general","11","Posttest",54
"j3u36ws17d","real","general","6","Posttest",53
"j3u36ws17d","real","covid","5","Posttest",49
"j3u36ws17d","real","general","19","Posttest",56
"j3u36ws17d","fake","general","10","Posttest",53
"j3u36ws17d","real","general","22","Posttest",57
"j3u36ws17d","fake","covid","7","Posttest",50
"j3u36ws17d","real","covid","6","Posttest",58
"j3u36ws17d","fake","general","28","Posttest",60
"j3u36ws17d","real","general","12","Posttest",56
"j3u36ws17d","real","general","29","Posttest",55
"j3u36ws17d","fake","covid","5","Posttest",40
"j3u36ws17d","fake","general","13","Posttest",57
"j3u36ws17d","fake","general","27","Posttest",56
"j3u36ws17d","fake","general","19","Posttest",44
"j3u36ws17d","fake","general","17","Posttest",67
"j3u36ws17d","fake","general","23","Posttest",36
"j3u36ws17d","real","general","17","Posttest",61
"j3u36ws17d","fake","general","24","Posttest",38
"j3u36ws17d","real","general","23","Posttest",62
"j3u36ws17d","fake","general","12","Posttest",59
"j3u36ws17d","real","general","15","Posttest",58
"j3u36ws17d","fake","covid","9","Posttest",39
"j3u36ws17d","real","general","14","Posttest",62
"j3u36ws17d","fake","covid","4","Posttest",34
"j3u36ws17d","real","general","8","Posttest",58
"j3u36ws17d","real","general","5","Posttest",57
"j3u36ws17d","real","general","1","Posttest",54
"j3u36ws17d","real","general","25","Posttest",53
"yy07t2mg4h","fake","general","19","Pretest",18
"yy07t2mg4h","fake","general","5","Pretest",6
"yy07t2mg4h","fake","general","21","Pretest",70
"yy07t2mg4h","real","general","28","Pretest",86
"yy07t2mg4h","fake","general","30","Pretest",77
"yy07t2mg4h","real","covid","2","Pretest",90
"yy07t2mg4h","real","general","30","Pretest",91
"yy07t2mg4h","fake","general","17","Pretest",10
"yy07t2mg4h","fake","general","16","Pretest",4
"yy07t2mg4h","fake","covid","2","Pretest",67
"yy07t2mg4h","real","general","8","Pretest",96
"yy07t2mg4h","fake","general","1","Pretest",4
"yy07t2mg4h","fake","general","8","Pretest",67
"yy07t2mg4h","real","general","21","Pretest",87
"yy07t2mg4h","fake","general","24","Pretest",65
"yy07t2mg4h","real","general","23","Pretest",89
"yy07t2mg4h","fake","covid","6","Pretest",70
"yy07t2mg4h","real","general","22","Pretest",12
"yy07t2mg4h","real","general","12","Pretest",11
"yy07t2mg4h","real","general","13","Pretest",64
"yy07t2mg4h","real","covid","3","Pretest",84
"yy07t2mg4h","real","covid","9","Pretest",82
"yy07t2mg4h","real","general","5","Pretest",61
"yy07t2mg4h","fake","covid","8","Pretest",81
"yy07t2mg4h","real","covid","1","Pretest",8
"yy07t2mg4h","real","general","26","Pretest",62
"yy07t2mg4h","real","general","19","Pretest",77
"yy07t2mg4h","fake","general","26","Pretest",26
"yy07t2mg4h","fake","general","15","Pretest",7
"yy07t2mg4h","real","general","24","Pretest",62
"yy07t2mg4h","fake","general","11","Pretest",56
"yy07t2mg4h","fake","covid","4","Pretest",28
"yy07t2mg4h","fake","general","29","Pretest",7
"yy07t2mg4h","real","covid","10","Pretest",80
"yy07t2mg4h","real","general","17","Pretest",61
"yy07t2mg4h","real","general","7","Pretest",13
"yy07t2mg4h","real","general","15","Pretest",84
"yy07t2mg4h","fake","general","4","Pretest",61
"yy07t2mg4h","fake","general","22","Pretest",8
"yy07t2mg4h","fake","covid","9","Pretest",65
"yy07t2mg4h","real","general","31","Posttest",29
"yy07t2mg4h","real","general","14","Posttest",20
"yy07t2mg4h","fake","general","27","Posttest",26
"yy07t2mg4h","real","general","29","Posttest",72
"yy07t2mg4h","fake","covid","3","Posttest",64
"yy07t2mg4h","fake","general","13","Posttest",37
"yy07t2mg4h","real","general","3","Posttest",60
"yy07t2mg4h","real","covid","6","Posttest",35
"yy07t2mg4h","fake","general","7","Posttest",38
"yy07t2mg4h","real","general","18","Posttest",61
"yy07t2mg4h","real","general","11","Posttest",4
"yy07t2mg4h","fake","general","10","Posttest",78
"yy07t2mg4h","fake","general","9","Posttest",24
"yy07t2mg4h","real","general","25","Posttest",62
"yy07t2mg4h","real","covid","7","Posttest",59
"yy07t2mg4h","fake","general","25","Posttest",54
"yy07t2mg4h","fake","covid","5","Posttest",13
"yy07t2mg4h","fake","covid","1","Posttest",55
"yy07t2mg4h","fake","general","3","Posttest",26
"yy07t2mg4h","real","general","6","Posttest",76
"yy07t2mg4h","real","general","27","Posttest",66
"yy07t2mg4h","fake","covid","10","Posttest",57
"yy07t2mg4h","fake","general","23","Posttest",8
"yy07t2mg4h","fake","general","14","Posttest",56
"yy07t2mg4h","fake","general","28","Posttest",41
"yy07t2mg4h","fake","general","6","Posttest",58
"yy07t2mg4h","real","covid","4","Posttest",6
"yy07t2mg4h","fake","general","12","Posttest",68
"yy07t2mg4h","real","covid","5","Posttest",9
"yy07t2mg4h","fake","general","2","Posttest",46
"yy07t2mg4h","real","general","20","Posttest",66
"yy07t2mg4h","real","general","4","Posttest",58
"yy07t2mg4h","real","general","9","Posttest",58
"yy07t2mg4h","fake","covid","7","Posttest",59
"yy07t2mg4h","real","covid","8","Posttest",59
"yy07t2mg4h","real","general","16","Posttest",54
"yy07t2mg4h","real","general","2","Posttest",21
"yy07t2mg4h","real","general","1","Posttest",88
"yy07t2mg4h","fake","general","18","Posttest",18
"yy07t2mg4h","real","general","10","Posttest",7
"yy07t2mg4h","fake","general","20","Posttest",9
"5jm8sbbkys","real","general","18","Pretest",87
"5jm8sbbkys","fake","general","26","Pretest",50
"5jm8sbbkys","fake","covid","6","Pretest",30
"5jm8sbbkys","real","general","4","Pretest",29
"5jm8sbbkys","real","covid","8","Pretest",58
"5jm8sbbkys","real","general","2","Pretest",27
"5jm8sbbkys","fake","general","14","Pretest",32
"5jm8sbbkys","real","covid","9","Pretest",55
"5jm8sbbkys","fake","general","3","Pretest",32
"5jm8sbbkys","fake","general","19","Pretest",27
"5jm8sbbkys","real","covid","2","Pretest",53
"5jm8sbbkys","real","general","3","Pretest",48
"5jm8sbbkys","real","general","12","Pretest",42
"5jm8sbbkys","real","general","26","Pretest",38
"5jm8sbbkys","real","general","21","Pretest",57
"5jm8sbbkys","fake","general","8","Pretest",38
"5jm8sbbkys","real","general","22","Pretest",55
"5jm8sbbkys","real","general","5","Pretest",53
"5jm8sbbkys","real","general","20","Pretest",50
"5jm8sbbkys","fake","general","24","Pretest",49
"5jm8sbbkys","fake","general","5","Pretest",35
"5jm8sbbkys","fake","general","4","Pretest",49
"5jm8sbbkys","fake","general","27","Pretest",50
"5jm8sbbkys","fake","covid","5","Pretest",42
"5jm8sbbkys","fake","covid","4","Pretest",44
"5jm8sbbkys","fake","general","9","Pretest",45
"5jm8sbbkys","fake","general","15","Pretest",48
"5jm8sbbkys","real","general","19","Pretest",50
"5jm8sbbkys","fake","general","22","Pretest",43
"5jm8sbbkys","real","general","29","Pretest",43
"5jm8sbbkys","fake","general","23","Pretest",42
"5jm8sbbkys","fake","general","13","Pretest",45
"5jm8sbbkys","fake","covid","7","Pretest",43
"5jm8sbbkys","real","covid","1","Pretest",42
"5jm8sbbkys","real","covid","6","Pretest",49
"5jm8sbbkys","real","general","31","Pretest",38
"5jm8sbbkys","fake","general","29","Pretest",40
"5jm8sbbkys","real","general","27","Pretest",51
"5jm8sbbkys","real","general","11","Pretest",49
"5jm8sbbkys","fake","covid","2","Pretest",47
"5jm8sbbkys","real","general","14","Posttest",12
"5jm8sbbkys","fake","general","1","Posttest",13
"5jm8sbbkys","real","covid","5","Posttest",50
"5jm8sbbkys","fake","general","21","Posttest",31
"5jm8sbbkys","fake","general","7","Posttest",32
"5jm8sbbkys","real","covid","4","Posttest",42
"5jm8sbbkys","fake","general","2","Posttest",49
"5jm8sbbkys","real","general","10","Posttest",38
"5jm8sbbkys","fake","covid","8","Posttest",39
"5jm8sbbkys","fake","general","10","Posttest",47
"5jm8sbbkys","real","general","8","Posttest",34
"5jm8sbbkys","real","general","6","Posttest",48
"5jm8sbbkys","fake","general","18","Posttest",48
"5jm8sbbkys","fake","general","6","Posttest",48
"5jm8sbbkys","real","covid","10","Posttest",48
"5jm8sbbkys","fake","covid","1","Posttest",46
"5jm8sbbkys","fake","covid","10","Posttest",49
"5jm8sbbkys","fake","general","17","Posttest",36
"5jm8sbbkys","real","general","23","Posttest",35
"5jm8sbbkys","fake","general","20","Posttest",49
"5jm8sbbkys","fake","general","30","Posttest",50
"5jm8sbbkys","real","general","9","Posttest",24
"5jm8sbbkys","fake","general","28","Posttest",50
"5jm8sbbkys","real","general","25","Posttest",50
"5jm8sbbkys","real","general","28","Posttest",50
"5jm8sbbkys","real","general","15","Posttest",48
"5jm8sbbkys","real","general","30","Posttest",48
"5jm8sbbkys","real","covid","3","Posttest",48
"5jm8sbbkys","real","covid","7","Posttest",49
"5jm8sbbkys","real","general","24","Posttest",47
"5jm8sbbkys","real","general","17","Posttest",31
"5jm8sbbkys","fake","general","12","Posttest",50
"5jm8sbbkys","fake","general","16","Posttest",47
"5jm8sbbkys","real","general","1","Posttest",48
"5jm8sbbkys","real","general","7","Posttest",28
"5jm8sbbkys","fake","general","25","Posttest",34
"5jm8sbbkys","real","general","13","Posttest",33
"5jm8sbbkys","fake","covid","3","Posttest",41
"5jm8sbbkys","fake","covid","9","Posttest",44
"5jm8sbbkys","real","general","16","Posttest",49
"5jm8sbbkys","fake","general","11","Posttest",28
"aujaqz4rqr","real","covid","9","Pretest",90
"aujaqz4rqr","fake","general","19","Pretest",0
"aujaqz4rqr","real","general","7","Pretest",0
"aujaqz4rqr","fake","general","21","Pretest",9
